nct_id
NCT00000124
NCT00000433
NCT00000479
NCT00000589
NCT00000591
NCT00000603
NCT00000611
NCT00000658
NCT00000801
NCT00001004
NCT00001073
NCT00001144
NCT00001165
NCT00001189
NCT00001193
NCT00001217
NCT00001228
NCT00001237
NCT00001239
NCT00001250
NCT00001266
NCT00001277
NCT00001296
NCT00001335
NCT00001337
NCT00001338
NCT00001339
NCT00001379
NCT00001384
NCT00001426
NCT00001427
NCT00001428
NCT00001430
NCT00001446
NCT00001450
NCT00001475
NCT00001493
NCT00001498
NCT00001499
NCT00001509
NCT00001563
NCT00001564
NCT00001566
NCT00001567
NCT00001568
NCT00001586
NCT00001637
NCT00001685
NCT00001703
NCT00001705
NCT00001805
NCT00001806
NCT00001827
NCT00001832
NCT00001860
NCT00001873
NCT00001880
NCT00002003
NCT00002160
NCT00002221
NCT00002348
NCT00002454
NCT00002455
NCT00002456
NCT00002459
NCT00002460
NCT00002461
NCT00002462
NCT00002463
NCT00002466
NCT00002470
NCT00002471
NCT00002472
NCT00002473
NCT00002474
NCT00002475
NCT00002476
NCT00002477
NCT00002478
NCT00002479
NCT00002481
NCT00002487
NCT00002488
NCT00002489
NCT00002490
NCT00002493
NCT00002494
NCT00002495
NCT00002496
NCT00002498
NCT00002499
NCT00002501
NCT00002502
NCT00002503
NCT00002504
NCT00002505
NCT00002506
NCT00002507
NCT00002511
NCT00002514
NCT00002515
NCT00002517
NCT00002521
NCT00002522
NCT00002523
NCT00002524
NCT00002525
NCT00002526
NCT00002527
NCT00002528
NCT00002529
NCT00002531
NCT00002532
NCT00002533
NCT00002534
NCT00002535
NCT00002536
NCT00002538
NCT00002542
NCT00002544
NCT00002545
NCT00002546
NCT00002547
NCT00002549
NCT00002550
NCT00002551
NCT00002552
NCT00002553
NCT00002554
NCT00002555
NCT00002557
NCT00002561
NCT00002562
NCT00002564
NCT00002565
NCT00002566
NCT00002567
NCT00002568
NCT00002569
NCT00002570
NCT00002571
NCT00002574
NCT00002575
NCT00002576
NCT00002578
NCT00002579
NCT00002580
NCT00002581
NCT00002582
NCT00002583
NCT00002585
NCT00002586
NCT00002589
NCT00002590
NCT00002592
NCT00002593
NCT00002594
NCT00002595
NCT00002596
NCT00002597
NCT00002598
NCT00002599
NCT00002608
NCT00002609
NCT00002610
NCT00002611
NCT00002615
NCT00002618
NCT00002619
NCT00002620
NCT00002621
NCT00002622
NCT00002623
NCT00002624
NCT00002630
NCT00002631
NCT00002632
NCT00002633
NCT00002635
NCT00002638
NCT00002639
NCT00002641
NCT00002642
NCT00002643
NCT00002644
NCT00002646
NCT00002649
NCT00002650
NCT00002651
NCT00002652
NCT00002653
NCT00002654
NCT00002655
NCT00002656
NCT00002657
NCT00002658
NCT00002659
NCT00002662
NCT00002664
NCT00002665
NCT00002669
NCT00002670
NCT00002671
NCT00002673
NCT00002674
NCT00002676
NCT00002678
NCT00002679
NCT00002680
NCT00002682
NCT00002684
NCT00002688
NCT00002689
NCT00002691
NCT00002692
NCT00002696
NCT00002697
NCT00002700
NCT00002701
NCT00002702
NCT00002703
NCT00002704
NCT00002706
NCT00002707
NCT00002708
NCT00002714
NCT00002715
NCT00002716
NCT00002717
NCT00002718
NCT00002719
NCT00002720
NCT00002722
NCT00002723
NCT00002725
NCT00002727
NCT00002733
NCT00002735
NCT00002737
NCT00002738
NCT00002742
NCT00002744
NCT00002745
NCT00002747
NCT00002749
NCT00002755
NCT00002756
NCT00002757
NCT00002760
NCT00002763
NCT00002764
NCT00002766
NCT00002767
NCT00002768
NCT00002771
NCT00002772
NCT00002773
NCT00002774
NCT00002777
NCT00002778
NCT00002779
NCT00002783
NCT00002784
NCT00002785
NCT00002789
NCT00002792
NCT00002793
NCT00002798
NCT00002800
NCT00002805
NCT00002806
NCT00002809
NCT00002810
NCT00002811
NCT00002812
NCT00002813
NCT00002814
NCT00002816
NCT00002819
NCT00002822
NCT00002823
NCT00002825
NCT00002826
NCT00002827
NCT00002829
NCT00002833
NCT00002835
NCT00002836
NCT00002839
NCT00002840
NCT00002842
NCT00002844
NCT00002845
NCT00002846
NCT00002847
NCT00002851
NCT00002852
NCT00002855
NCT00002858
NCT00002860
NCT00002864
NCT00002865
NCT00002868
NCT00002869
NCT00002870
NCT00002872
NCT00002874
NCT00002875
NCT00002876
NCT00002878
NCT00002879
NCT00002880
NCT00002881
NCT00002882
NCT00002883
NCT00002884
NCT00002888
NCT00002889
NCT00002892
NCT00002893
NCT00002894
NCT00002895
NCT00002896
NCT00002897
NCT00002899
NCT00002903
NCT00002905
NCT00002907
NCT00002908
NCT00002911
NCT00002914
NCT00002916
NCT00002919
NCT00002920
NCT00002921
NCT00002922
NCT00002926
NCT00002928
NCT00002930
NCT00002931
NCT00002932
NCT00002933
NCT00002934
NCT00002935
NCT00002937
NCT00002938
NCT00002940
NCT00002941
NCT00002942
NCT00002943
NCT00002944
NCT00002945
NCT00002951
NCT00002953
NCT00002955
NCT00002961
NCT00002963
NCT00002964
NCT00002965
NCT00002967
NCT00002968
NCT00002969
NCT00002970
NCT00002972
NCT00002973
NCT00002975
NCT00002976
NCT00002982
NCT00002987
NCT00002989
NCT00002990
NCT00002993
NCT00002997
NCT00002998
NCT00002999
NCT00003007
NCT00003010
NCT00003011
NCT00003012
NCT00003013
NCT00003014
NCT00003015
NCT00003016
NCT00003017
NCT00003018
NCT00003019
NCT00003026
NCT00003027
NCT00003029
NCT00003032
NCT00003035
NCT00003039
NCT00003040
NCT00003041
NCT00003042
NCT00003044
NCT00003049
NCT00003050
NCT00003053
NCT00003054
NCT00003055
NCT00003056
NCT00003057
NCT00003061
NCT00003062
NCT00003063
NCT00003065
NCT00003066
NCT00003067
NCT00003068
NCT00003070
NCT00003072
NCT00003075
NCT00003076
NCT00003078
NCT00003084
NCT00003085
NCT00003087
NCT00003088
NCT00003089
NCT00003090
NCT00003091
NCT00003092
NCT00003094
NCT00003097
NCT00003099
NCT00003101
NCT00003104
NCT00003110
NCT00003111
NCT00003113
NCT00003114
NCT00003115
NCT00003116
