config_id,K,lambda_cost,lambda_safety,noise_sigma,seed,pool_size,penalty_A,shots,gamma_0,beta_0,best_mean_energy,best_bitstring,jaccard_vs_baseline,selected_n,total_benefit,total_cost,total_safety,objective,objective_norm
K6_lc1.0_ls1.0_sig0.0_seed2_pool6_shots1024_A10.0,6,1.0,1.0,0.0,2,6,10.0,1024,1.2666666666666666,1.0,-328.7666015625,111111,1.0,6,0.0,0.0,6.0,6.0,0.5572152584437589
K6_lc1.0_ls1.0_sig0.05_seed0_pool6_shots1024_A10.0,6,1.0,1.0,0.05,0,6,10.0,1024,1.5333333333333332,1.8,-281.192398557724,111111,1.0,6,3.213090447181125,2.8538004861826582,1.9322639464593876,1.572973985460921,0.2305119968253517
K6_lc1.0_ls1.0_sig0.05_seed1_pool6_shots1024_A10.0,6,1.0,1.0,0.05,1,6,10.0,1024,1.2666666666666666,1.0,-275.1743344857316,111111,1.0,6,4.240480174660395,4.030366344877617,3.4662233324164013,3.256109502633623,0.3547231176545925
K6_lc1.0_ls1.0_sig0.05_seed2_pool6_shots1024_A10.0,6,1.0,1.0,0.05,2,6,10.0,1024,1.5333333333333332,1.8,-276.8616764782095,111111,1.0,6,3.3963352989970734,2.7281619015516037,3.0647010668254318,2.396527669379962,0.29128816434064886
K6_lc1.0_ls1.0_sig0.1_seed0_pool6_shots1024_A10.0,6,1.0,1.0,0.1,0,6,10.0,1024,1.5333333333333332,1.8,-281.7287322794438,111111,1.0,6,3.213090447208443,2.8694742116310405,1.9322639464400733,1.5886477108626709,0.23166867790055792
K6_lc1.0_ls1.0_sig0.1_seed1_pool6_shots1024_A10.0,6,1.0,1.0,0.1,1,6,10.0,1024,1.2666666666666666,1.0,-274.91141726036807,111111,1.0,6,4.240480174679597,4.036162469572887,3.4662233323974307,3.261905627290721,0.35515085691431275
K6_lc1.0_ls1.0_sig0.1_seed2_pool6_shots1024_A10.0,6,1.0,1.0,0.1,2,6,10.0,1024,1.5333333333333332,1.8,-276.9548132703119,111111,1.0,6,3.3963352990050826,2.736065473199977,3.0647010668034835,2.404431240998378,0.29187142782672076
K6_lc1.0_ls2.0_sig0.0_seed0_pool6_shots1024_A10.0,6,1.0,2.0,0.0,0,6,10.0,1024,1.2666666666666666,0.7333333333333334,-344.625,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc1.0_ls2.0_sig0.0_seed1_pool6_shots1024_A10.0,6,1.0,2.0,0.0,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-345.09765625,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc1.0_ls2.0_sig0.0_seed2_pool6_shots1024_A10.0,6,1.0,2.0,0.0,2,6,10.0,1024,1.2666666666666666,0.7333333333333334,-344.59375,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc1.0_ls2.0_sig0.05_seed0_pool6_shots1024_A10.0,6,1.0,2.0,0.05,0,6,10.0,1024,1.5333333333333332,1.8,-279.9389522254205,111111,1.0,6,3.213090447181125,2.8538004861826582,1.9322639464593876,3.5052379319203086,0.3731081621839288
K6_lc1.0_ls2.0_sig0.05_seed1_pool6_shots1024_A10.0,6,1.0,2.0,0.05,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-332.93413794646926,111111,1.0,6,4.240480174660395,4.030366344877617,3.4662233324164013,6.722332835050024,0.6105215847246275
K6_lc1.0_ls2.0_sig0.05_seed2_pool6_shots1024_A10.0,6,1.0,2.0,0.05,2,6,10.0,1024,1.2666666666666666,1.0,-290.1688067394354,111111,1.0,6,3.3963352989970734,2.7281619015516037,3.0647010668254318,5.461228736205394,0.5174553093108881
K6_lc1.0_ls2.0_sig0.1_seed0_pool6_shots1024_A10.0,6,1.0,2.0,0.1,0,6,10.0,1024,1.5333333333333332,1.8,-279.23818921373226,111111,1.0,6,3.213090447208443,2.8694742116310405,1.9322639464400733,3.520911657302744,0.3742648432577097
K6_lc1.0_ls2.0_sig0.1_seed1_pool6_shots1024_A10.0,6,1.0,2.0,0.1,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-332.8659310263486,111111,1.0,6,4.240480174679597,4.036162469572887,3.4662233323974307,6.728128959688152,0.6109493239829477
K6_lc1.0_ls2.0_sig0.1_seed2_pool6_shots1024_A10.0,6,1.0,2.0,0.1,2,6,10.0,1024,1.2666666666666666,1.0,-289.9819112522405,111111,1.0,6,3.3963352990050826,2.736065473199977,3.0647010668034835,5.469132307801861,0.5180385727953403
K6_lc2.0_ls0.5_sig0.0_seed0_pool6_shots1024_A10.0,6,2.0,0.5,0.0,0,6,10.0,1024,1.5333333333333332,1.8,-272.11572265625,111111,1.0,6,0.0,0.0,6.0,3.0,0.3358228876656382
K6_lc2.0_ls0.5_sig0.0_seed1_pool6_shots1024_A10.0,6,2.0,0.5,0.0,1,6,10.0,1024,1.5333333333333332,1.8,-272.3359375,111111,1.0,6,0.0,0.0,6.0,3.0,0.3358228876656382
K6_lc2.0_ls0.5_sig0.0_seed2_pool6_shots1024_A10.0,6,2.0,0.5,0.0,2,6,10.0,1024,1.5333333333333332,1.8,-270.89208984375,111111,1.0,6,0.0,0.0,6.0,3.0,0.3358228876656382
K6_lc2.0_ls0.5_sig0.05_seed0_pool6_shots1024_A10.0,6,2.0,0.5,0.05,0,6,10.0,1024,1.0,1.2666666666666666,-268.14242087965783,111111,1.0,6,3.213090447181125,2.8538004861826582,1.9322639464593876,3.4606424984138853,0.3698171326006404
K6_lc2.0_ls0.5_sig0.05_seed1_pool6_shots1024_A10.0,6,2.0,0.5,0.05,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-317.84437892446715,111111,1.0,6,4.240480174660395,4.030366344877617,3.4662233324164013,5.553364181303039,0.5242546708518431
K6_lc2.0_ls0.5_sig0.05_seed2_pool6_shots1024_A10.0,6,2.0,0.5,0.05,2,6,10.0,1024,1.0,1.2666666666666666,-270.5349018822322,111111,1.0,6,3.3963352989970734,2.7281619015516037,3.0647010668254318,3.5923390375188498,0.37953600227254763
K6_lc2.0_ls0.5_sig0.1_seed0_pool6_shots1024_A10.0,6,2.0,0.5,0.1,0,6,10.0,1024,1.0,1.2666666666666666,-267.87103225155255,111111,1.0,6,3.213090447208443,2.8694742116310405,1.9322639464400733,3.491989949273675,0.372130494755207
K6_lc2.0_ls0.5_sig0.1_seed1_pool6_shots1024_A10.0,6,2.0,0.5,0.1,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-318.0106556459074,111111,1.0,6,4.240480174679597,4.036162469572887,3.4662233323974307,5.564956430664893,0.5251101493748005
K6_lc2.0_ls0.5_sig0.1_seed2_pool6_shots1024_A10.0,6,2.0,0.5,0.1,2,6,10.0,1024,1.0,1.2666666666666666,-270.47219211690077,111111,1.0,6,3.3963352990050826,2.736065473199977,3.0647010668034835,3.608146180796613,0.38070252924771214
K6_lc2.0_ls1.0_sig0.0_seed0_pool6_shots1024_A10.0,6,2.0,1.0,0.0,0,6,10.0,1024,1.2666666666666666,1.0,-329.310546875,111111,1.0,6,0.0,0.0,6.0,6.0,0.5572152584437589
K6_lc2.0_ls1.0_sig0.0_seed1_pool6_shots1024_A10.0,6,2.0,1.0,0.0,1,6,10.0,1024,1.2666666666666666,1.0,-329.533203125,111111,1.0,6,0.0,0.0,6.0,6.0,0.5572152584437589
K6_lc2.0_ls1.0_sig0.0_seed2_pool6_shots1024_A10.0,6,2.0,1.0,0.0,2,6,10.0,1024,1.2666666666666666,1.0,-328.7666015625,111111,1.0,6,0.0,0.0,6.0,6.0,0.5572152584437589
K6_lc2.0_ls1.0_sig0.05_seed0_pool6_shots1024_A10.0,6,2.0,1.0,0.05,0,6,10.0,1024,1.0,1.2666666666666666,-268.967285185529,111111,1.0,6,3.213090447181125,2.8538004861826582,1.9322639464593876,4.426774471643579,0.44111521527992903
K6_lc2.0_ls1.0_sig0.05_seed1_pool6_shots1024_A10.0,6,2.0,1.0,0.05,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-332.59972076196107,111111,1.0,6,4.240480174660395,4.030366344877617,3.4662233324164013,7.28647584751124,0.6521539043868606
K6_lc2.0_ls1.0_sig0.05_seed2_pool6_shots1024_A10.0,6,2.0,1.0,0.05,2,6,10.0,1024,1.2666666666666666,1.0,-287.16960174398884,111111,1.0,6,3.3963352989970734,2.7281619015516037,3.0647010668254318,5.124689570931565,0.49261957475766727
K6_lc2.0_ls1.0_sig0.1_seed0_pool6_shots1024_A10.0,6,2.0,1.0,0.1,0,6,10.0,1024,1.0,1.2666666666666666,-269.04991999675417,111111,1.0,6,3.213090447208443,2.8694742116310405,1.9322639464400733,4.458121922493712,0.44342857743378283
K6_lc2.0_ls1.0_sig0.1_seed1_pool6_shots1024_A10.0,6,2.0,1.0,0.1,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-332.50732539578655,111111,1.0,6,4.240480174679597,4.036162469572887,3.4662233323974307,7.2980680968636085,0.6530093829091179
K6_lc2.0_ls1.0_sig0.1_seed2_pool6_shots1024_A10.0,6,2.0,1.0,0.1,2,6,10.0,1024,1.2666666666666666,1.0,-288.3431398565937,111111,1.0,6,3.3963352990050826,2.736065473199977,3.0647010668034835,5.140496714198354,0.49378610173202186
K6_lc2.0_ls2.0_sig0.0_seed0_pool6_shots1024_A10.0,6,2.0,2.0,0.0,0,6,10.0,1024,1.2666666666666666,0.7333333333333334,-344.625,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc2.0_ls2.0_sig0.0_seed1_pool6_shots1024_A10.0,6,2.0,2.0,0.0,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-345.09765625,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc2.0_ls2.0_sig0.0_seed2_pool6_shots1024_A10.0,6,2.0,2.0,0.0,2,6,10.0,1024,1.2666666666666666,0.7333333333333334,-344.59375,111111,1.0,6,0.0,0.0,6.0,12.0,1.0
K6_lc2.0_ls2.0_sig0.05_seed0_pool6_shots1024_A10.0,6,2.0,2.0,0.05,0,6,10.0,1024,1.5333333333333332,1.8,-270.1668516130769,111111,1.0,6,3.213090447181125,2.8538004861826582,1.9322639464593876,6.359038418102967,0.5837113806385061
K6_lc2.0_ls2.0_sig0.05_seed1_pool6_shots1024_A10.0,6,2.0,2.0,0.05,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-334.8939972950438,111111,1.0,6,4.240480174660395,4.030366344877617,3.4662233324164013,10.752699179927642,0.9079523714568956
K6_lc2.0_ls2.0_sig0.05_seed2_pool6_shots1024_A10.0,6,2.0,2.0,0.05,2,6,10.0,1024,1.2666666666666666,1.0,-310.7896242524569,111111,1.0,6,3.3963352989970734,2.7281619015516037,3.0647010668254318,8.189390637756997,0.7187867197279065
K6_lc2.0_ls2.0_sig0.1_seed0_pool6_shots1024_A10.0,6,2.0,2.0,0.1,0,6,10.0,1024,1.5333333333333332,1.8,-269.9285863940412,111111,1.0,6,3.213090447208443,2.8694742116310405,1.9322639464400733,6.390385868933785,0.5860247427909345
K6_lc2.0_ls2.0_sig0.1_seed1_pool6_shots1024_A10.0,6,2.0,2.0,0.1,1,6,10.0,1024,1.2666666666666666,0.7333333333333334,-334.9631131416666,111111,1.0,6,4.240480174679597,4.036162469572887,3.4662233323974307,10.76429142926104,0.9088078499777529
K6_lc2.0_ls2.0_sig0.1_seed2_pool6_shots1024_A10.0,6,2.0,2.0,0.1,2,6,10.0,1024,1.2666666666666666,0.7333333333333334,-311.0485193606262,111111,1.0,6,3.3963352990050826,2.736065473199977,3.0647010668034835,8.20519778100184,0.7199532467006414
