scenario,n_full,n_pool,pool_strategy,shots,qubo_energy_pool_best,qubo_energy_full,selected_n,bit_order_used,results_json_key,braket_bucket,braket_prefix
C,60,34,best_diag,100,-2600.0,-2600.0,4,LR,clinical-trials-data/results/sv1_tasks/scenario_C/6c4d0b7d-e177-4382-8196-6664f3eb3f14/results.json,amazon-braket-us-west-2-581610642254,clinical-trials-data/results/sv1_tasks/scenario_C
