config_id,K,lambda_cost,lambda_safety,noise_sigma,seed,pool_size,penalty_A,shots,gamma_0,beta_0,best_mean_energy,best_bitstring,jaccard_vs_baseline,selected_n,total_benefit,total_cost,total_safety,objective
K3_lc0.5_ls0.5_sig0.0_seed0_pool6_shots1024_A10.0,3,0.5,0.5,0.0,0,6,10.0,1024,1.0,0.2,-80.462890625,100110,0.5,3,0.0,0.0,3.0,1.5
K3_lc0.5_ls0.5_sig0.0_seed1_pool6_shots1024_A10.0,3,0.5,0.5,0.0,1,6,10.0,1024,1.0,0.2,-81.0673828125,100011,0.5,3,0.0,0.0,3.0,1.5
K3_lc0.5_ls0.5_sig0.0_seed2_pool6_shots1024_A10.0,3,0.5,0.5,0.0,2,6,10.0,1024,1.0,0.2,-80.576171875,011100,0.5,3,0.0,0.0,3.0,1.5
K3_lc0.5_ls0.5_sig0.05_seed0_pool6_shots1024_A10.0,3,0.5,0.5,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.13220149388302,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-1.5506024415204425
K3_lc0.5_ls0.5_sig0.05_seed1_pool6_shots1024_A10.0,3,0.5,0.5,0.05,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.30445711975644,010011,0.5,3,2.708623236902526,1.5079983347550079,1.9892009057143472,-0.9600236166678483
K3_lc0.5_ls0.5_sig0.05_seed2_pool6_shots1024_A10.0,3,0.5,0.5,0.05,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.86872386508864,110001,0.5,3,2.465667972428485,1.3113313445651413,1.5152783654770454,-1.0523631174073917
K3_lc0.5_ls0.5_sig0.1_seed0_pool6_shots1024_A10.0,3,0.5,0.5,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.14773143400619,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-1.546056915313922
K3_lc0.5_ls0.5_sig0.1_seed1_pool6_shots1024_A10.0,3,0.5,0.5,0.1,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.28422393726946,010011,0.5,3,2.708623236914791,1.5103245252659412,1.9892009057067799,-0.9588605214284306
K3_lc0.5_ls0.5_sig0.1_seed2_pool6_shots1024_A10.0,3,0.5,0.5,0.1,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.8388529887214,110001,0.5,3,2.4656679724342996,1.3146803341452968,1.5152783654659432,-1.0506886226286796
K3_lc0.5_ls1.0_sig0.0_seed0_pool6_shots1024_A10.0,3,0.5,1.0,0.0,0,6,10.0,1024,1.0,0.2,-74.19140625,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc0.5_ls1.0_sig0.0_seed1_pool6_shots1024_A10.0,3,0.5,1.0,0.0,1,6,10.0,1024,1.0,0.2,-74.2177734375,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc0.5_ls1.0_sig0.0_seed2_pool6_shots1024_A10.0,3,0.5,1.0,0.0,2,6,10.0,1024,1.0,0.2,-73.7861328125,101100,0.5,3,0.0,0.0,3.0,3.0
K3_lc0.5_ls1.0_sig0.05_seed0_pool6_shots1024_A10.0,3,0.5,1.0,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.09065638782116,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-1.161733139301671
K3_lc0.5_ls1.0_sig0.05_seed1_pool6_shots1024_A10.0,3,0.5,1.0,0.05,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.75387438707331,010011,0.5,3,2.708623236902526,1.5079983347550079,1.9892009057143472,0.03457683618932528
K3_lc0.5_ls1.0_sig0.05_seed2_pool6_shots1024_A10.0,3,0.5,1.0,0.05,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.2868234229526,110100,0.5,3,2.3236985987303536,1.7089911689794985,0.9292448758138001,-0.5399581384268042
K3_lc0.5_ls1.0_sig0.1_seed0_pool6_shots1024_A10.0,3,0.5,1.0,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-86.1024975520594,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-1.1571876131004264
K3_lc0.5_ls1.0_sig0.1_seed1_pool6_shots1024_A10.0,3,0.5,1.0,0.1,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.71386689738655,010011,0.5,3,2.708623236914791,1.5103245252659412,1.9892009057067799,0.03573993142495935
K3_lc0.5_ls1.0_sig0.1_seed2_pool6_shots1024_A10.0,3,0.5,1.0,0.1,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.3184843052725,110100,0.5,3,2.323698598735833,1.7138328183630094,0.9292448757983163,-0.5375373137560122
K3_lc0.5_ls2.0_sig0.0_seed0_pool6_shots1024_A10.0,3,0.5,2.0,0.0,0,6,10.0,1024,1.5333333333333332,1.8,-79.83203125,010110,0.5,3,0.0,0.0,3.0,6.0
K3_lc0.5_ls2.0_sig0.0_seed1_pool6_shots1024_A10.0,3,0.5,2.0,0.0,1,6,10.0,1024,1.5333333333333332,1.8,-79.69921875,100110,0.5,3,0.0,0.0,3.0,6.0
K3_lc0.5_ls2.0_sig0.0_seed2_pool6_shots1024_A10.0,3,0.5,2.0,0.0,2,6,10.0,1024,1.5333333333333332,0.2,-79.66796875,100011,0.5,3,0.0,0.0,3.0,6.0
K3_lc0.5_ls2.0_sig0.05_seed0_pool6_shots1024_A10.0,3,0.5,2.0,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.85113933874439,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-0.3839945348641278
K3_lc0.5_ls2.0_sig0.05_seed1_pool6_shots1024_A10.0,3,0.5,2.0,0.05,1,6,10.0,1024,1.0,0.2,-77.91487546854673,011010,0.5,3,1.9620841174650439,2.2530908856049456,0.9892009057293253,1.1428631367960795
K3_lc0.5_ls2.0_sig0.05_seed2_pool6_shots1024_A10.0,3,0.5,2.0,0.05,2,6,10.0,1024,1.0,0.2,-78.81695660176122,010101,0.5,3,2.0984986145090128,1.6991978027203416,0.7211138652392882,0.19332801732973448
K3_lc0.5_ls2.0_sig0.1_seed0_pool6_shots1024_A10.0,3,0.5,2.0,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.8015596218099,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-0.3794490086734348
K3_lc0.5_ls2.0_sig0.1_seed1_pool6_shots1024_A10.0,3,0.5,2.0,0.1,1,6,10.0,1024,1.0,0.2,-77.88541997379878,011010,0.5,3,1.9620841174739279,2.2571770130035556,0.9892009057142689,1.1449062004563877
K3_lc0.5_ls2.0_sig0.1_seed2_pool6_shots1024_A10.0,3,0.5,2.0,0.1,2,6,10.0,1024,1.0,0.2,-78.79340084182641,010101,0.5,3,2.0984986145139612,1.7039539307711142,0.7211138652222489,0.19570608131609357
K3_lc1.0_ls0.5_sig0.0_seed0_pool6_shots1024_A10.0,3,1.0,0.5,0.0,0,6,10.0,1024,1.0,0.2,-80.462890625,100110,0.5,3,0.0,0.0,3.0,1.5
K3_lc1.0_ls0.5_sig0.0_seed1_pool6_shots1024_A10.0,3,1.0,0.5,0.0,1,6,10.0,1024,1.0,0.2,-81.0673828125,100011,0.5,3,0.0,0.0,3.0,1.5
K3_lc1.0_ls0.5_sig0.0_seed2_pool6_shots1024_A10.0,3,1.0,0.5,0.0,2,6,10.0,1024,1.0,0.2,-80.576171875,011100,0.5,3,0.0,0.0,3.0,1.5
K3_lc1.0_ls0.5_sig0.05_seed0_pool6_shots1024_A10.0,3,1.0,0.5,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.38735764864398,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-1.182494601796821
K3_lc1.0_ls0.5_sig0.05_seed1_pool6_shots1024_A10.0,3,1.0,0.5,0.05,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.55091791106348,010011,0.5,3,2.708623236902526,1.5079983347550079,1.9892009057143472,-0.20602444929034436
K3_lc1.0_ls0.5_sig0.05_seed2_pool6_shots1024_A10.0,3,1.0,0.5,0.05,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.08182095680145,110001,0.5,3,2.465667972428485,1.3113313445651413,1.5152783654770454,-0.3966974451248211
K3_lc1.0_ls0.5_sig0.1_seed0_pool6_shots1024_A10.0,3,1.0,0.5,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-85.5096450339493,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-1.1734035493588846
K3_lc1.0_ls0.5_sig0.1_seed1_pool6_shots1024_A10.0,3,1.0,0.5,0.1,1,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.64424316802628,010011,0.5,3,2.708623236914791,1.5103245252659412,1.9892009057067799,-0.20369825879546
K3_lc1.0_ls0.5_sig0.1_seed2_pool6_shots1024_A10.0,3,1.0,0.5,0.1,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-84.998118571589,110001,0.5,3,2.4656679724342996,1.3146803341452968,1.5152783654659432,-0.39334845555603115
K3_lc1.0_ls1.0_sig0.0_seed0_pool6_shots1024_A10.0,3,1.0,1.0,0.0,0,6,10.0,1024,1.0,0.2,-74.19140625,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc1.0_ls1.0_sig0.0_seed1_pool6_shots1024_A10.0,3,1.0,1.0,0.0,1,6,10.0,1024,1.0,0.2,-74.2177734375,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc1.0_ls1.0_sig0.0_seed2_pool6_shots1024_A10.0,3,1.0,1.0,0.0,2,6,10.0,1024,1.0,0.2,-73.7861328125,101100,0.5,3,0.0,0.0,3.0,3.0
K3_lc1.0_ls1.0_sig0.05_seed0_pool6_shots1024_A10.0,3,1.0,1.0,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-83.91077887728761,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-0.7936252995780494
K3_lc1.0_ls1.0_sig0.05_seed1_pool6_shots1024_A10.0,3,1.0,1.0,0.05,1,6,10.0,1024,1.0,0.2,-80.57162583591962,010011,0.5,3,2.708623236902526,1.5079983347550079,1.9892009057143472,0.7885760035668292
K3_lc1.0_ls1.0_sig0.05_seed2_pool6_shots1024_A10.0,3,1.0,1.0,0.05,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-82.09295749629112,110100,0.5,3,2.3236985987303536,1.7089911689794985,0.9292448758138001,0.3145374460629451
K3_lc1.0_ls1.0_sig0.1_seed0_pool6_shots1024_A10.0,3,1.0,1.0,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-84.00439796345738,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-0.7845342471453888
K3_lc1.0_ls1.0_sig0.1_seed1_pool6_shots1024_A10.0,3,1.0,1.0,0.1,1,6,10.0,1024,1.0,1.8,-80.53974838191318,010011,0.5,3,2.708623236914791,1.5103245252659412,1.9892009057067799,0.7909021940579299
K3_lc1.0_ls1.0_sig0.1_seed2_pool6_shots1024_A10.0,3,1.0,1.0,0.1,2,6,10.0,1024,1.5333333333333332,1.2666666666666666,-81.99421464925861,110100,0.5,3,2.323698598735833,1.7138328183630094,0.9292448757983163,0.3193790954254925
K3_lc1.0_ls2.0_sig0.0_seed0_pool6_shots1024_A10.0,3,1.0,2.0,0.0,0,6,10.0,1024,1.5333333333333332,1.8,-79.83203125,010110,0.5,3,0.0,0.0,3.0,6.0
K3_lc1.0_ls2.0_sig0.0_seed1_pool6_shots1024_A10.0,3,1.0,2.0,0.0,1,6,10.0,1024,1.5333333333333332,1.8,-79.69921875,100110,0.5,3,0.0,0.0,3.0,6.0
K3_lc1.0_ls2.0_sig0.0_seed2_pool6_shots1024_A10.0,3,1.0,2.0,0.0,2,6,10.0,1024,1.5333333333333332,0.2,-79.66796875,100011,0.5,3,0.0,0.0,3.0,6.0
K3_lc1.0_ls2.0_sig0.05_seed0_pool6_shots1024_A10.0,3,1.0,2.0,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-82.0463642839254,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-0.015886695140506335
K3_lc1.0_ls2.0_sig0.05_seed1_pool6_shots1024_A10.0,3,1.0,2.0,0.05,1,6,10.0,1024,1.0,0.2,-73.1002634642717,011010,0.5,3,1.9620841174650439,2.2530908856049456,0.9892009057293253,2.2694085795985526
K3_lc1.0_ls2.0_sig0.05_seed2_pool6_shots1024_A10.0,3,1.0,2.0,0.05,2,6,10.0,1024,1.0,0.2,-77.01598954770235,010101,0.5,3,2.0984986145090128,1.6991978027203416,0.7211138652392882,1.0429269186899053
K3_lc1.0_ls2.0_sig0.1_seed0_pool6_shots1024_A10.0,3,1.0,2.0,0.1,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-82.02604572938426,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-0.006795642718397277
K3_lc1.0_ls2.0_sig0.1_seed1_pool6_shots1024_A10.0,3,1.0,2.0,0.1,1,6,10.0,1024,1.0,0.2,-73.09432109319692,011010,0.5,3,1.9620841174739279,2.2571770130035556,0.9892009057142689,2.2734947069581652
K3_lc1.0_ls2.0_sig0.1_seed2_pool6_shots1024_A10.0,3,1.0,2.0,0.1,2,6,10.0,1024,1.0,0.2,-77.03585731370453,010101,0.5,3,2.0984986145139612,1.7039539307711142,0.7211138652222489,1.0476830467016507
K3_lc2.0_ls0.5_sig0.0_seed0_pool6_shots1024_A10.0,3,2.0,0.5,0.0,0,6,10.0,1024,1.0,0.2,-80.462890625,100110,0.5,3,0.0,0.0,3.0,1.5
K3_lc2.0_ls0.5_sig0.0_seed1_pool6_shots1024_A10.0,3,2.0,0.5,0.0,1,6,10.0,1024,1.0,0.2,-81.0673828125,100011,0.5,3,0.0,0.0,3.0,1.5
K3_lc2.0_ls0.5_sig0.0_seed2_pool6_shots1024_A10.0,3,2.0,0.5,0.0,2,6,10.0,1024,1.0,0.2,-80.576171875,011100,0.5,3,0.0,0.0,3.0,1.5
K3_lc2.0_ls0.5_sig0.05_seed0_pool6_shots1024_A10.0,3,2.0,0.5,0.05,0,6,10.0,1024,1.5333333333333332,1.0,-80.48838362934829,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-0.44627892234957817
K3_lc2.0_ls0.5_sig0.05_seed1_pool6_shots1024_A10.0,3,2.0,0.5,0.05,1,6,10.0,1024,1.0,0.2,-76.28783953391151,010101,0.5,3,2.4862197258269436,1.3157694584513009,2.2282552703161445,1.2594468262337304
K3_lc2.0_ls0.5_sig0.05_seed2_pool6_shots1024_A10.0,3,2.0,0.5,0.05,2,6,10.0,1024,1.0,1.8,-79.38330276295582,101001,0.5,3,1.465667972433201,0.3113313446044575,1.9971608790299333,0.15557515629068075
K3_lc2.0_ls0.5_sig0.1_seed0_pool6_shots1024_A10.0,3,2.0,0.5,0.1,0,6,10.0,1024,1.0,0.2,-80.1917515745946,101100,0.5,3,2.3075795834824553,0.745306731910075,0.7777386044269915,-0.4280968174488095
K3_lc2.0_ls0.5_sig0.1_seed1_pool6_shots1024_A10.0,3,2.0,0.5,0.1,1,6,10.0,1024,1.0,0.2,-76.22646107769376,010101,0.5,3,2.4862197258382026,1.3195328166628655,2.2282552703103677,1.2669735426427122
K3_lc2.0_ls0.5_sig0.1_seed2_pool6_shots1024_A10.0,3,2.0,0.5,0.1,2,6,10.0,1024,1.0,1.8,-79.43144555598599,101001,0.5,3,1.4656679724366575,0.31468033416502084,1.997160879022434,0.1622731354046012
K3_lc2.0_ls1.0_sig0.0_seed0_pool6_shots1024_A10.0,3,2.0,1.0,0.0,0,6,10.0,1024,1.0,0.2,-74.19140625,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc2.0_ls1.0_sig0.0_seed1_pool6_shots1024_A10.0,3,2.0,1.0,0.0,1,6,10.0,1024,1.0,0.2,-74.2177734375,010110,0.5,3,0.0,0.0,3.0,3.0
K3_lc2.0_ls1.0_sig0.0_seed2_pool6_shots1024_A10.0,3,2.0,1.0,0.0,2,6,10.0,1024,1.0,0.2,-73.7861328125,101100,0.5,3,0.0,0.0,3.0,3.0
K3_lc2.0_ls1.0_sig0.05_seed0_pool6_shots1024_A10.0,3,2.0,1.0,0.05,0,6,10.0,1024,1.5333333333333332,1.2666666666666666,-79.96720190033757,101100,0.5,3,2.3075795834628354,0.7362156794472429,0.7777386044375431,-0.05740962013080664
