brand,total_events,safety_score
UNSPECIFIED BD VACUTAINER LITHIUM HEPARIN BLOOD COLLECTION TUBES,2,2.2356710254799427e-06
UNSPECIFIED BD VACUTAINER LITHIUM HEPARIN PST BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER NA CITRATE TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PLASTIC CITRATE TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PPT PLASMA PREPARATION TUBE K2E (EDTA) 9.0 MG,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PST BLOOD COLLECTION TUBES,4,4.471342050959885e-06
UNSPECIFIED BD VACUTAINER PST GEL AND LITHIUM HEPARIN BLOOD COLLECTION TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PST GEL AND LITHIUM HEPARIN BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PST GEL LH BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PST TUBE,3,3.353506538219914e-06
UNSPECIFIED BD VACUTAINER PST TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PST WITH LITHIUM HEPARIN TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER PUSH BUTTON BLOOD COLLECTION SET,2,2.2356710254799427e-06
UNSPECIFIED BD VACUTAINER RAPID SERUM TUBE BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SAFETY-LOK ADMINISTRATION SET WITH FILTER,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SAFETY-LOK BLOOD COLLECTION,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SAFETY-LOK BLOOD COLLECTION SET,11,1.2296190640139685e-05
UNSPECIFIED BD VACUTAINER SAFETY-LOK BLOOD COLLECTION SETS,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SERUM BLOOD COLLECTION TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SERUM COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SET,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SODIUM CITRATE 2.7 ML BLOOD COLLECTION TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SODIUM CITRATE BLOOD COLLECTION TUBES,2,2.2356710254799427e-06
UNSPECIFIED BD VACUTAINER SODIUM HEPARIN TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SST,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SST BLOOD COLLECTION TUBE,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SST BLOOD COLLECTION TUBES,17,1.9003203716579512e-05
UNSPECIFIED BD VACUTAINER SST II BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER SST TUBE,6,6.707013076439828e-06
UNSPECIFIED BD VACUTAINER SST TUBES,2,2.2356710254799427e-06
UNSPECIFIED BD VACUTAINER THROMBIN BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER TUBE,79,8.830900550645774e-05
UNSPECIFIED BD VACUTAINER TUBE WITH LUER ADAPTER,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER ULTRATOUCH PUSH BUTTON BLOOD COLLECTION SET,4,4.471342050959885e-06
UNSPECIFIED BD VACUTAINER URINALYSIS PRESERVATIVE PLUS URINE TUBES,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER URINE COLLECTION,1,1.1178355127399714e-06
UNSPECIFIED BD VACUTAINER URINE COLLECTION CUP,2,2.2356710254799427e-06
UNSPECIFIED BD VAM-BDNEXIVA-2022,1,1.1178355127399714e-06
UNSPECIFIED BD VENFLON CATHETER,29,3.2417229869459166e-05
UNSPECIFIED BD VENFLON PRO,4,4.471342050959885e-06
UNSPECIFIED BD VENFLON PRO CATHETER,2,2.2356710254799427e-06
UNSPECIFIED BD VENFLON PRO IV CATHETER,2,2.2356710254799427e-06
UNSPECIFIED BD VENFLON PRO SAFETY,1,1.1178355127399714e-06
UNSPECIFIED BD VENFLON PRO SAFETY 14,1,1.1178355127399714e-06
UNSPECIFIED BD VENFLON PRO SAFETY CATHETER,8,8.94268410191977e-06
UNSPECIFIED BD VENFLON PRO SAFETY PERIPHERAL SAFETY IV CATHETER,2,2.2356710254799427e-06
UNSPECIFIED BD VENFLON PRO SAFETY SHIELDED IV CATHETER,12,1.3414026152879655e-05
UNSPECIFIED BD VENLON PRO CATHETER,1,1.1178355127399714e-06
UNSPECIFIED BD VENLON PRO SAFETY CATHETER,6,6.707013076439828e-06
UNSPECIFIED BD VEO INSULIN SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED BD VP SAFETY CLAMP,1,1.1178355127399714e-06
UNSPECIFIED BD VP SET,1,1.1178355127399714e-06
UNSPECIFIED BD WHITACRE NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED BD WHITACRE SPINAL NEEDLE,2,2.2356710254799427e-06
UNSPECIFIED BD WINGSET,1,1.1178355127399714e-06
UNSPECIFIED BD WINGSET ACQUISITION DEVICE,1,1.1178355127399714e-06
UNSPECIFIED BD WINGSET BLOOD COLLECTION SET,1,1.1178355127399714e-06
UNSPECIFIED BD WINGSET WITH NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED BD WINGSETS,1,1.1178355127399714e-06
UNSPECIFIED BD XS POSIFLUSH SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED BD XS SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED BDFLU+SYRINGES,2,2.2356710254799427e-06
UNSPECIFIED BDTUBE,1,1.1178355127399714e-06
UNSPECIFIED BIS PRODUCT,6,6.707013076439828e-06
UNSPECIFIED BIVONA 3.5 TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED BIVONA 4.0 UNCUFFED TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED BIVONA FLEXTEND PEDIATRIC TRACHEOSTOMY TUBE,2,2.2356710254799427e-06
UNSPECIFIED BIVONA FLEXTEND TRACHEOSTOMY TUBE,3,3.353506538219914e-06
UNSPECIFIED BIVONA SILICONE TRACHEOSTOMY TUBE,3,3.353506538219914e-06
UNSPECIFIED BIVONA STRAIGHT SIZE 5/0 CUFFED TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED BIVONA TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED BIVONA TRACHEOSTOMY TUBE W/ CUFF,1,1.1178355127399714e-06
UNSPECIFIED BIVONA TTS FLEXTEND TRACHEOSTOMY TUBE,3,3.353506538219914e-06
UNSPECIFIED BIVONA TTS TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
"UNSPECIFIED BLINE, SECONDARY SET- 15 MICRON FILTER",1,1.1178355127399714e-06
UNSPECIFIED BLOOD COLLECTION DEVICE,2,2.2356710254799427e-06
UNSPECIFIED BLOOD GAS COLLECTION NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED BLOOD TRANSFUSION SET,1,1.1178355127399714e-06
UNSPECIFIED BLUSELECT SUCTIONAID TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED BROVIAC CATHETER,1,1.1178355127399714e-06
UNSPECIFIED CADD CASSETTE RESERVOIR,2,2.2356710254799427e-06
UNSPECIFIED CADD EXTENSION SET,1,1.1178355127399714e-06
UNSPECIFIED CADD MEDI RESERVOIR SET,1,1.1178355127399714e-06
UNSPECIFIED CADD MS3 PUMP,3,3.353506538219914e-06
UNSPECIFIED CADD PUMP,2,2.2356710254799427e-06
UNSPECIFIED CADD SOLIS PUMP,1,1.1178355127399714e-06
UNSPECIFIED CADD-SOLIS HPCA V4 PUMP,1,1.1178355127399714e-06
UNSPECIFIED CANDIDA AGAR PLATE,1,1.1178355127399714e-06
UNSPECIFIED CAPNOGRAPHY PRODUCT,3,3.353506538219914e-06
UNSPECIFIED CENTRAL LINE TRANSDUCER SET,1,1.1178355127399714e-06
UNSPECIFIED CHEMOLOCK,8,8.94268410191977e-06
UNSPECIFIED CHEMOLOCK DEVICE,2,2.2356710254799427e-06
UNSPECIFIED CHEMOLOCK INJECTOR,1,1.1178355127399714e-06
UNSPECIFIED CHEMOLOCK SPIKE,1,1.1178355127399714e-06
UNSPECIFIED CLAVE,1,1.1178355127399714e-06
UNSPECIFIED CLAVE EXTENSION SET,3,3.353506538219914e-06
UNSPECIFIED CLEO INFUSION SET,1,1.1178355127399714e-06
UNSPECIFIED CLEO SUBCUTANEOUS CATHETER,1,1.1178355127399714e-06
UNSPECIFIED CLEO SUBCUTANEOUS SET,1,1.1178355127399714e-06
UNSPECIFIED CLEO SUBQ DISPOSABLE,1,1.1178355127399714e-06
UNSPECIFIED CLEO SUBQ DISPOSABLE INFUSION SET,1,1.1178355127399714e-06
UNSPECIFIED CLOSED SYSTEM TRANSFER DEVICE (CSTD),1,1.1178355127399714e-06
UNSPECIFIED COGENT,1,1.1178355127399714e-06
UNSPECIFIED CONVENTIONAL PEN NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED CORDIS VENA CAVA FILTER,1,1.1178355127399714e-06
UNSPECIFIED DELTEC PORT-A-CATH,1,1.1178355127399714e-06
UNSPECIFIED DIAL-A-FLO SET,1,1.1178355127399714e-06
UNSPECIFIED DISPOSABLE DEVICE,2,2.2356710254799427e-06
UNSPECIFIED DISPOSABLE NEEDLFREE PRODUCT,1,1.1178355127399714e-06
UNSPECIFIED DISPOSABLE STERILE INSULIN SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED DISPOSABLE TUBING,1,1.1178355127399714e-06
UNSPECIFIED ECLIPSE NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED EMPTY PCA VIAL,1,1.1178355127399714e-06
UNSPECIFIED ENDO TRACH TUBE,5,5.5891775636998566e-06
UNSPECIFIED ENDOTRACH TUBE,91,0.0001017230316593374
"UNSPECIFIED ENDOTRACHEAL TUBE, CUFFED",1,1.1178355127399714e-06
UNSPECIFIED ETT,4,4.471342050959885e-06
UNSPECIFIED EXTENSION SET,1,1.1178355127399714e-06
UNSPECIFIED EXTENSION SET WITH VALVE,1,1.1178355127399714e-06
UNSPECIFIED FEEDING BAG,2,2.2356710254799427e-06
UNSPECIFIED FILTER TUBING SET,1,1.1178355127399714e-06
UNSPECIFIED FILTERED SECONDARY PUMP SET,1,1.1178355127399714e-06
UNSPECIFIED FLUID WARMING DEVICE,2,2.2356710254799427e-06
UNSPECIFIED FLUSH SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED GEL BREAST PROSTHESIS,2,2.2356710254799427e-06
UNSPECIFIED GRAVITY SET,1,1.1178355127399714e-06
UNSPECIFIED HEART VALVE,2,2.2356710254799427e-06
UNSPECIFIED HYPODERMIC SINGLE LUMEN NEEDLE PRO,1,1.1178355127399714e-06
UNSPECIFIED ICU MEDICAL IV SET,2,2.2356710254799427e-06
UNSPECIFIED ICU PRODUCT,1,1.1178355127399714e-06
UNSPECIFIED IMPELLA PUMP,1,1.1178355127399714e-06
UNSPECIFIED INFUSION PUMP,2,2.2356710254799427e-06
UNSPECIFIED INFUSION SET,1,1.1178355127399714e-06
UNSPECIFIED INFUSION SET WITH SPIROS,1,1.1178355127399714e-06
UNSPECIFIED INSYTE AUTOGUARD BC,1,1.1178355127399714e-06
UNSPECIFIED INTIMA -II CLOSED IV CATHETER SYSTEM,1,1.1178355127399714e-06
UNSPECIFIED INTIMA CATHETER SYSTEM,1,1.1178355127399714e-06
UNSPECIFIED INTIMA II CATHETER,1,1.1178355127399714e-06
UNSPECIFIED INTIMA INTRAVASCULAR CATHETER,1,1.1178355127399714e-06
UNSPECIFIED INTIMA-II,3,3.353506538219914e-06
UNSPECIFIED INTRAVASCULAR ADMINISTRATION SET,3,3.353506538219914e-06
UNSPECIFIED INTRAVENOUS ADMINISTRATION TUBING EXTENSION SET,2,2.2356710254799427e-06
UNSPECIFIED INTRAVENOUS TUBING,1,1.1178355127399714e-06
UNSPECIFIED INTROSYTE INTRODUCER,4,4.471342050959885e-06
UNSPECIFIED INTROSYTE INTRODUCER SURVEY JP024,2,2.2356710254799427e-06
UNSPECIFIED INVOS PRODUCT,5,5.5891775636998566e-06
UNSPECIFIED IV ADMINISTRATION SET,2,2.2356710254799427e-06
UNSPECIFIED IV CATHETER,1,1.1178355127399714e-06
UNSPECIFIED IV PRIMARY TUBING SET,1,1.1178355127399714e-06
UNSPECIFIED IV SET,5,5.5891775636998566e-06
UNSPECIFIED IV SET WITH STOPCOCK AND SPIKE ADAPTOR,1,1.1178355127399714e-06
UNSPECIFIED IV START KIT,1,1.1178355127399714e-06
UNSPECIFIED IV TUBING,1,1.1178355127399714e-06
UNSPECIFIED IV TUBING SET,1,1.1178355127399714e-06
UNSPECIFIED JELCO HYPODERMIC PRO NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED JELCO N20 IV CATHETER,1,1.1178355127399714e-06
"UNSPECIFIED LIFECARE, PCA INFUSION PUMP",1,1.1178355127399714e-06
UNSPECIFIED LIFESHIELD ADMINISTRATION SET,1,1.1178355127399714e-06
UNSPECIFIED LITHIUM HEPARIN TUBE,1,1.1178355127399714e-06
UNSPECIFIED LUER,1,1.1178355127399714e-06
UNSPECIFIED MEDFUSION 4000 PUMP,1,1.1178355127399714e-06
UNSPECIFIED MICROCLAVE,5,5.5891775636998566e-06
"UNSPECIFIED MICROCLAVE CLEAR, PURPLE CLAMP, ROTATING LUER",1,1.1178355127399714e-06
UNSPECIFIED MICROCLAVE CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED NEEDLELESS CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED NEONATAL 3.5 UNCUFFED TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED NEXIVA CATHETER,1,1.1178355127399714e-06
UNSPECIFIED NRFIT CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED OPHTHALMIC VISCOSURGICAL DEVICE,4,4.471342050959885e-06
UNSPECIFIED OPTIMA CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED OPTIMA INJECTOR,1,1.1178355127399714e-06
UNSPECIFIED ORAL RAE,1,1.1178355127399714e-06
UNSPECIFIED OXIMAX SENSOR,1,1.1178355127399714e-06
UNSPECIFIED OZARK SCREW,7,7.824848589179799e-06
UNSPECIFIED PAXGENE BLOOD RNA TUBE,1,1.1178355127399714e-06
UNSPECIFIED PCA PUMP,1,1.1178355127399714e-06
UNSPECIFIED PEDIATRIC CUFFED TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED PEGASUS INTERVASCULAR CATHETER,1,1.1178355127399714e-06
UNSPECIFIED PEN NEEDLE,4,4.471342050959885e-06
UNSPECIFIED PERIPHERALLY INSERTED CENTRAL CATHETER (PICC) LUMEN,1,1.1178355127399714e-06
UNSPECIFIED PLASTIPAK SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED PLUM 360,11,1.2296190640139685e-05
UNSPECIFIED PLUM 360 INFUSER,8,8.94268410191977e-06
UNSPECIFIED PLUM 360 INFUSION PUMP,11,1.2296190640139685e-05
UNSPECIFIED PLUM 360 LV INFUSION PUMP,1,1.1178355127399714e-06
UNSPECIFIED PLUM 360 PUMP,12,1.3414026152879655e-05
UNSPECIFIED PLUM 360 PUMP INFUSER,1,1.1178355127399714e-06
UNSPECIFIED PLUM A+,2,2.2356710254799427e-06
UNSPECIFIED PLUM A+ PUMP,3,3.353506538219914e-06
UNSPECIFIED PLUM ADMINISTRATION SET,2,2.2356710254799427e-06
UNSPECIFIED PLUM DEVICE,1,1.1178355127399714e-06
UNSPECIFIED PLUM INFUSION PUMP,2,2.2356710254799427e-06
UNSPECIFIED PLUM IV SET,1,1.1178355127399714e-06
UNSPECIFIED PLUM PUMP,2,2.2356710254799427e-06
UNSPECIFIED PLUM SET,18,2.0121039229319486e-05
UNSPECIFIED PLUM SETS,1,1.1178355127399714e-06
UNSPECIFIED PLUM TUBING,1,1.1178355127399714e-06
UNSPECIFIED PLUM TUBING SET,1,1.1178355127399714e-06
UNSPECIFIED PLUM XL INFUSION PUMP,1,1.1178355127399714e-06
UNSPECIFIED PMCF SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED PNEUPAC PARAPAC VENTILATOR,1,1.1178355127399714e-06
UNSPECIFIED PORTEX ANESTHESIA INDUCTION SET,1,1.1178355127399714e-06
UNSPECIFIED PORTEX BLUE LINE ULTRA TRACHEOSTOMY TUBE 8.0MM,1,1.1178355127399714e-06
UNSPECIFIED PORTEX BLUSELECT TRACHEOSTOMY TUBE,1,1.1178355127399714e-06
UNSPECIFIED PORTEX CUFFED TRACHEAL TUBE,1,1.1178355127399714e-06
UNSPECIFIED PORTEX ENDOTRACHEAL TUBE 8.0MM,1,1.1178355127399714e-06
UNSPECIFIED PORTEX NRFIT CONNECTOR EPIDURAL MINIPAK,2,2.2356710254799427e-06
"UNSPECIFIED PORTEX TRACHEOSTOMY TUBE 8, CUFFED",1,1.1178355127399714e-06
UNSPECIFIED PRE FILLED BD SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED PRIMARY INTRAVENOUS SET,1,1.1178355127399714e-06
UNSPECIFIED PRIMARY PLUM SET,11,1.2296190640139685e-05
"UNSPECIFIED PRIMARY PLUM SET CLAVE PORT, CLAVE Y-SITE, SECURE LOCK",1,1.1178355127399714e-06
"UNSPECIFIED PRIMARY PLUM SET- CLAVE PORT, CLAVE Y-SITE, SECURE",2,2.2356710254799427e-06
UNSPECIFIED PRIMARY PORT CLAVE Y-SITE SECURE LOCK PRIMARY PLUM SET,1,1.1178355127399714e-06
UNSPECIFIED PRIMARY SET,1,1.1178355127399714e-06
UNSPECIFIED PRIMARY TUBING AND/OR AN UNSPECIFIED SPINNING SPIROS,1,1.1178355127399714e-06
UNSPECIFIED PRODUCT,2,2.2356710254799427e-06
UNSPECIFIED PROTECTOR P21,1,1.1178355127399714e-06
UNSPECIFIED PST BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED PULSE OXIMETER,1,1.1178355127399714e-06
UNSPECIFIED PUMP,2,2.2356710254799427e-06
UNSPECIFIED Q-SYTE VIAL ACCESS,1,1.1178355127399714e-06
UNSPECIFIED RELION INSULIN SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED RELION SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED SAFESET DEVICE,3,3.353506538219914e-06
UNSPECIFIED SAFETYGLIDE NEEDLE,2,2.2356710254799427e-06
UNSPECIFIED SALINE IMPLANTS,1,1.1178355127399714e-06
UNSPECIFIED SECONDARY EXTENSION SET W/ MANIFOLD,1,1.1178355127399714e-06
UNSPECIFIED SECONDARY INFUSION SET,1,1.1178355127399714e-06
UNSPECIFIED SECONDARY SET.,1,1.1178355127399714e-06
UNSPECIFIED SECONDARY TUBING,1,1.1178355127399714e-06
UNSPECIFIED SECONDARY TUBING SET,1,1.1178355127399714e-06
UNSPECIFIED SET,1,1.1178355127399714e-06
UNSPECIFIED SET EXT DISP ST 4GANG 14IN BASEPLATE CLAMP,2,2.2356710254799427e-06
UNSPECIFIED SMART SITE CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED SPINNING CHEMOLOCK,1,1.1178355127399714e-06
UNSPECIFIED SPINNING SPIROS,2,2.2356710254799427e-06
UNSPECIFIED SPINNING SPIROS CAP MALE CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED SPIROS,16,1.788536820383954e-05
UNSPECIFIED SPIROS CONNECTOR,1,1.1178355127399714e-06
UNSPECIFIED SPIROS DEVICE,1,1.1178355127399714e-06
UNSPECIFIED SST VACUTAINER BLOOD COLLECTION TUBE,1,1.1178355127399714e-06
UNSPECIFIED STOPCOCK,1,1.1178355127399714e-06
UNSPECIFIED STOPCOCK I.V. SET,1,1.1178355127399714e-06
UNSPECIFIED SYRINGE,1,1.1178355127399714e-06
UNSPECIFIED TEGO,1,1.1178355127399714e-06
UNSPECIFIED TEGO CONNECTOR,3,3.353506538219914e-06
UNSPECIFIED THERMOCOOL SMART TOUCH NAVIGATION CATHETER,4,4.471342050959885e-06
UNSPECIFIED TRACHEAL INTUBATION STYLET 2.0MM,2,2.2356710254799427e-06
UNSPECIFIED TRACHEAL TUBE,52,5.812744666247851e-05
UNSPECIFIED TRACHEOSTOMY TUBE,8,8.94268410191977e-06
UNSPECIFIED TRANSDUCER,3,3.353506538219914e-06
UNSPECIFIED TRANSDUCER SET,12,1.3414026152879655e-05
UNSPECIFIED TRANSPAC WITH SAFESET,1,1.1178355127399714e-06
UNSPECIFIED TRIFUSE,1,1.1178355127399714e-06
UNSPECIFIED TRIFUSE DEVICE,1,1.1178355127399714e-06
UNSPECIFIED TUBING,6,6.707013076439828e-06
UNSPECIFIED TUBING CASSETTE,1,1.1178355127399714e-06
UNSPECIFIED TUBING SET,11,1.2296190640139685e-05
UNSPECIFIED TUBING SET (CONTAINING A MANIFOLD),1,1.1178355127399714e-06
UNSPECIFIED ULTRATOUCH WINGSET WITH HOLDER,1,1.1178355127399714e-06
UNSPECIFIED UNIPERC TRACHEOSTOMY TUBE SIZE 7,1,1.1178355127399714e-06
UNSPECIFIED URINE COLLECTION,1,1.1178355127399714e-06
UNSPECIFIED VACUTAINER BLOOD COLLECTION TUBE,11,1.2296190640139685e-05
UNSPECIFIED VACUTAINER BLOOD COLLECTION TUBE W/ SAFETY-LOK,1,1.1178355127399714e-06
UNSPECIFIED VACUTAINER CITRATE BLOOD COLLECTION TUBES,1,1.1178355127399714e-06
UNSPECIFIED VACUTAINER ECLIPSE BLOOD COLLECTION NEEDLE,1,1.1178355127399714e-06
UNSPECIFIED VACUUM TUBE,1,1.1178355127399714e-06
UNSPECIFIED VENFLON PROSAFETY,1,1.1178355127399714e-06
UNSPECIFIED WINGSET NEEDLE,1,1.1178355127399714e-06
"UNVIERSAL VIRAL TRANSPORT FOR VIRUSES, CHLAMYDIAE, MYCROPLASMAS, AND UREAPLASMAS",2,2.2356710254799427e-06
UNVTD BLD HAND PUMP W/180 FLT SS,6,6.707013076439828e-06
UNWTD KANG FEED TUBE 12FR,2,2.2356710254799427e-06
UNWTD KANG FEED TUBE 14FR,2,2.2356710254799427e-06
UO&UP,1,1.1178355127399714e-06
UP & UP,2,2.2356710254799427e-06
UP & UP ADVANCED EARLY RESULT PREGNANCY TEST,1,1.1178355127399714e-06
UP & UP ADVANCED MOISTURE BALANCE MULTI PURPOSE SOLUTION,1,1.1178355127399714e-06
UP & UP BR HDS SMSNC PREM ANTIPLQ 2PK,8,8.94268410191977e-06
UP & UP BR HDS SMSNC PRO ADV NP 3PK,4,4.471342050959885e-06
UP & UP BR HDS SMSNC PRO ADV NP 6PK,2,2.2356710254799427e-06
UP & UP COMPACT TAMPON 34 COUNT,1,1.1178355127399714e-06
UP & UP COMPACT TAMPONS,1,1.1178355127399714e-06
UP AND UP CONTACT SOLUTION,1,1.1178355127399714e-06
UP&UP,13,1.4531861665619627e-05
UP&UP BR HDS EF II ANTI-BAC 3PK,1,1.1178355127399714e-06
UP&UP BR HDS SMSNC II 3PK,1,1.1178355127399714e-06
UP&UP BR HDS SMSNC PREM ANTIPLQ,1,1.1178355127399714e-06
UP&UP BR HDS SMSNC PRO ADV,8,8.94268410191977e-06
UP&UP BR HDS SMSNC PRO ADV NP,6,6.707013076439828e-06
UP&UP BR HDS SMSNC PRO ADV NP 3PK,1,1.1178355127399714e-06
UP&UP FLSP CNT MNT HT,1,1.1178355127399714e-06
UP&UP INTRDNTL BR MOD,1,1.1178355127399714e-06
UP&UP INTRDNTL BR MOD 16CT,1,1.1178355127399714e-06
UP&UP MNTB BULLSEYE,1,1.1178355127399714e-06
UP&UP MNTB KDS SO,3,3.353506538219914e-06
UP&UP MNTB KDS SO 4PK,11,1.2296190640139685e-05
UP&UP MNTB SMTGRP CON SO 4PK,1,1.1178355127399714e-06
"UPATH ENTERPRISE SOFTWARE, IVD",1,1.1178355127399714e-06
UPGRADE NEUROWORKS 8.X ACQUISITION SOFTWARE WITH SPIKE / EVENT AND HIGH RES VIDE,1,1.1178355127399714e-06
UPGRADE NEUROWORKS 9.X REVIEW SOFTWARE NON-NATUS PC,1,1.1178355127399714e-06
UPGRADE SLEEPWORKS 9.X ACQUISITION SOFTWARE WITH SPIKE / EVENT AND HIGH RES VIDE,1,1.1178355127399714e-06
UPHOLD LITE,91,0.0001017230316593374
UPHOLD VAGINAL SUPPORT SYSTEM,160,0.0001788536820383954
UPJ OCCLUSION BALLOON CATHETER,8,8.94268410191977e-06
"UPMC HAMOT KIT, HMT LARAROSCOPY",1,1.1178355127399714e-06
UPMC MINOR PROCEDURE KIT,1,1.1178355127399714e-06
UPPER ARM BLOOD PRESSURE MONITOR W/ LARGE CUFF,2,2.2356710254799427e-06
UPPER BODY PLUS BOX OF 40,6,6.707013076439828e-06
UPPER EXTREMITY PACK,1,1.1178355127399714e-06
"UPPER MODULE, COM1",28,3.1299394356719195e-05
"UPPER MODULE, COM1, 6.1 SW, DIRECT",18,2.0121039229319486e-05
"UPPER MODULE, COM1, 6.1 SW, DIRECT (REFURBISHED)",2,2.2356710254799427e-06
"UPPER MODULE, COM1, 6.1 SW, INDIRECT",9,1.0060519614659743e-05
"UPPER MODULE, MECHANICAL SUBASSEMBLY, COM1",1,1.1178355127399714e-06
UPPER SIDE ARM F/PELVIC C-CLAMP,2,2.2356710254799427e-06
UPPER SIDE ARM FOR PELVIC C-CLAMP II,3,3.353506538219914e-06
UPRIGHT MRI,1,1.1178355127399714e-06
UPS ASSY,1,1.1178355127399714e-06
UPSYLON,115,0.0001285510839650967
UPSYLON Y MESH KIT,231,0.00025822000344293336
UPSYLON Y-MESH,1,1.1178355127399714e-06
URCHIN EVO HEART POSITIONER,3,3.353506538219914e-06
URCHIN HEART POSITIONER,1,1.1178355127399714e-06
UREA WITH CITRIC ACID BREAST TEST,1,1.1178355127399714e-06
UREA/BUN,4,4.471342050959885e-06
UREAL,3,3.353506538219914e-06
URESIL THORACIC VENT,6,6.707013076439828e-06
"URETER STENT WITH 1 PIGTAIL,OPEN T.,90CM",1,1.1178355127399714e-06
URETERAL ACCESS SHEATH,2,2.2356710254799427e-06
URETERAL BALLOON DILATOR,4,4.471342050959885e-06
URETERAL BRUSH BIOPSY SET,4,4.471342050959885e-06
URETERAL CATHETER,14,1.5649697178359598e-05
URETERAL DILATOR,1,1.1178355127399714e-06
URETERAL DILATORS,4,4.471342050959885e-06
URETERAL STENT,1,1.1178355127399714e-06
URETERAL STENT POSITIONER,1,1.1178355127399714e-06
URETERAL STENTS,20,2.2356710254799426e-05
URETERIC CATHETER FOR R.U.P.,1,1.1178355127399714e-06
URETERIC CATHETER FOR RETROGRADE URETERO-PYELOGRAPHY,1,1.1178355127399714e-06
URETERIC INTERVENTIONAL CATHETER,5,5.5891775636998566e-06
URETERO-RENO FIBERSCOPE,341,0.0003811819098443302
URETERO-RENO VIDEOSCOPE,714,0.0007981345560963396
URETERO-RENO-FIBERSCOPE,2,2.2356710254799427e-06
URETERO-RENO-FIBERSCOPE FLEX-X2S,4,4.471342050959885e-06
"URETERO-RENOSCOPE, 7 CHARR., 6, 43 CM",1,1.1178355127399714e-06
URETERO1 REVERSE DEFLECTION DISPOSABLE URETEROSCOPE,1,1.1178355127399714e-06
URETERO1 SINGLE-USE URETEROSCOPE,1,1.1178355127399714e-06
URETERORENOSCOPE,1,1.1178355127399714e-06
