brand,total_events,safety_score
!!! POWERFLEXX,1,1.1178355127399714e-06
!!93-P PROFLEXX,1,1.1178355127399714e-06
!M1,1,1.1178355127399714e-06
"""1.0MM"" SYSTEM TWIST DRILL TW 7X50MM 3MMSTOP W/NTC",1,1.1178355127399714e-06
"""1.5MM"" SYSTEM 1.5X4MM HT SD X-DR SCR 5-PK",1,1.1178355127399714e-06
"""1.5MM"" SYSTEM 1.5X6MM HT SD X-DR SCR",7,7.824848589179799e-06
"""1.5MM"" SYSTEM PLATE 1.5 2 HOLE LONG STRAIGHT",1,1.1178355127399714e-06
"""1.5MM"" SYSTEM TW DRILL 1.1X50MM 15MMSTP W/NT",1,1.1178355127399714e-06
"""1.5MM"" SYSTEM TW DRILL 1.1X50MM 7MMSTOP W/NT",2,2.2356710254799427e-06
"""1.5MM"" SYSTEM TWIST DRILL",2,2.2356710254799427e-06
"""AGGA"", FAGGA, OSSEO-RESTORE APPLIANCE, ARA",1,1.1178355127399714e-06
"""BD FACSCALIBUR BASIC SENSOR UNIT """,1,1.1178355127399714e-06
"""BP-50, BIO-PUMP""",1,1.1178355127399714e-06
"""CO2 LASER""",1,1.1178355127399714e-06
"""COMFORT, COMFORT SHORT, SILHOUETTE, NERIA SOFT, ACCUCHEK TENDER, ACCUCHEK TENDE",3,3.353506538219914e-06
"""CONSOLE, RR5100052 RECON PCPB""",4,4.471342050959885e-06
"""COVID-19 AT-HOME TEST""",1,1.1178355127399714e-06
"""CVS HEALTH AT HOME COVID-19 TEST KIT""",3,3.353506538219914e-06
"""DLP MACRO SUCTION TUBE, 20 FR""",2,2.2356710254799427e-06
"""DREAM SAVER 2"" CPAP",1,1.1178355127399714e-06
"""DREAMSTATION"" CPAP",1,1.1178355127399714e-06
"""GORE- VIATORRI-TIPS ENDOPROSTHESIS WITH CONTROLLED EXPANSION""",1,1.1178355127399714e-06
"""H-STERI X-LARGE, 6.2 OD, 3.2 WC, 10/BX""",2,2.2356710254799427e-06
"""ISOLATOR SYNERGY"""" ENCOMPASS CLAMP AND GUIDE",1,1.1178355127399714e-06
"""ISOLATOR SYNERGY"""" ENCOMPASS CLAMP AND GUIDE """,3,3.353506538219914e-06
"""POWER LOC MAX""",1,1.1178355127399714e-06
"""QUICKVUE AT-HOME OTC COVID-19 TEST""",6,6.707013076439828e-06
"""SERFAS PROBE ENERGY 2.5MMX135MM""",1,1.1178355127399714e-06
"""SILHOUETTE PARADIGM",2,2.2356710254799427e-06
"""SILHOUETTE PARADIGM """,6,6.707013076439828e-06
"""SMARTCUFFS"" PUMP",1,1.1178355127399714e-06
"""SMILEDIRECTCLUB ALIGNER SYSTEM",1,1.1178355127399714e-06
"""TUFF CUFFS"" MEDICAL FOUR-POINT RESTRAINT SYSTEM",1,1.1178355127399714e-06
"""VACUETTE TUBE 2ML K2 EDTA AND K3 EDTA TUBES13/75",1,1.1178355127399714e-06
# PROPEX I,1,1.1178355127399714e-06
#1 MEAD IMMUNITY MALLET,1,1.1178355127399714e-06
#1 UNKNOWN SCREW,1,1.1178355127399714e-06
"#11 SAFETY SCALPEL, NS",1,1.1178355127399714e-06
"#11 SAFETY SCALPEL, NS, #11 NEW DESIGN, BULK, NS",1,1.1178355127399714e-06
#11 SURGICAL BLADE,1,1.1178355127399714e-06
#15 BLADE,2,2.2356710254799427e-06
#16 FR CATHETER,1,1.1178355127399714e-06
"#2 FIBERSTICK, #2 FIBERWIRE",1,1.1178355127399714e-06
#2 FW W/TPR NDL 36.6MM 1/2 CIRCLE,1,1.1178355127399714e-06
"#2 FW,38"" W/2 TPR NDLS",1,1.1178355127399714e-06
"#2 TW,38"" W/2 TPR NDLS",1,1.1178355127399714e-06
#2 UNKNOWN SCREW,1,1.1178355127399714e-06
#20 EXTENDED DWELL CATHETER,1,1.1178355127399714e-06
#3 UNKNOWN SCREW,1,1.1178355127399714e-06
#7 PE 50IN ZPLP EXT TOGGLELOC,2,2.2356710254799427e-06
#7 PE ZIPLOOP EXT TOGGLELOC,3,3.353506538219914e-06
"#7/8 GRACEY CURETTE, #7 HANDLE, GREEN",1,1.1178355127399714e-06
#72L ELEVATOR ORIG PATTERN,1,1.1178355127399714e-06
% 13X75,1,1.1178355127399714e-06
% RAYPEX 4 KIT GERMAN,1,1.1178355127399714e-06
% WAVEONE ENDO MOTOR,1,1.1178355127399714e-06
"'PKG, DEBAKEY FORCEPS'",1,1.1178355127399714e-06
'SET TRANSFER 107 INCH DUAL CHECK VALVE MICROCLAVE LUER LOCK',1,1.1178355127399714e-06
(01)00607915125318(17)260626(30)01(10)1495840,1,1.1178355127399714e-06
(01)00844868029717(17)210930(10)2016091064,1,1.1178355127399714e-06
(01)CARDIOSAVE HYBRID TYPE I (AU),1,1.1178355127399714e-06
"(1) CATHETER, PERCUTANEOUS",1,1.1178355127399714e-06
(17-0142) ANK IMPL A8 D3.5 MM/L8 MM,1,1.1178355127399714e-06
(17-0142) ANK IMPL A8 D3.5 MM/L8 MM(IMPLANTS),5,5.5891775636998566e-06
(17-0143) ANK IMPL A9.5 D3.5 MM/L9.5 MM,4,4.471342050959885e-06
(17-0143) ANK IMPL A9.5 D3.5 MM/L9.5 MM(IMPLANTS),13,1.4531861665619627e-05
(17-0144) ANK IMPL A11 D3.5 MM/L11,1,1.1178355127399714e-06
(17-0144) ANK IMPL A11 D3.5 MM/L11 MM,10,1.1178355127399713e-05
(17-0144) ANK IMPL A11 D3.5 MM/L11 MM (IMPLANTS),1,1.1178355127399714e-06
(17-0144) ANK IMPL A11 D3.5 MM/L11 MM(,1,1.1178355127399714e-06
(17-0144) ANK IMPL A11 D3.5 MM/L11 MM(IMPLANTS),41,4.583125602233882e-05
(17-0146) ANK IMPL A14 D3.5 MM/L14 MM,2,2.2356710254799427e-06
(17-0146) ANK IMPL A14 D3.5 MM/L14 MM(IMPLANTS),17,1.9003203716579512e-05
(17-0152) ANK IMPL B 8 D 4.5 MM/L 8 MM,1,1.1178355127399714e-06
(17-0152) ANK IMPL B 8 D 4.5 MM/L 8 MM(IMPLANTS),5,5.5891775636998566e-06
(17-0153) ANK IMPL B9.5 D4.5 MM/L 9.5 MM,3,3.353506538219914e-06
(17-0153) ANK IMPL B9.5 D4.5 MM/L 9.5 MM(IMPLANTS),8,8.94268410191977e-06
(17-0154) ANK IMPL B11 D4.5 MM/L11 MM (IMPLANTS),1,1.1178355127399714e-06
(17-0154) ANK IMPL B11 D4.5 MM/L11 MM(IMPLANTS),8,8.94268410191977e-06
(17-0156) ANK IMPL B 14 D 4.5 MM/L 14 MM,1,1.1178355127399714e-06
(17-0156) ANK IMPL B 14 D 4.5 MM/L 14 MM(,1,1.1178355127399714e-06
(17-0156) ANK IMPL B 14 D 4.5 MM/L 14 MM(IMPLANTS),4,4.471342050959885e-06
(17-0163) ANK IMPL C9.5 D5.5 MM/L 9.5 MM(IMPLANTS),2,2.2356710254799427e-06
(17-0164) ANK IMPL C11 D 5.5 MM/L 11 MM(IMPLANTS),2,2.2356710254799427e-06
(17-0167) ANK IMPL C17 D5.5 MM/L 17 MM(IMPLANTS),1,1.1178355127399714e-06
(17-0342) ANK IMPL A8 D3.5 MM/L8 MM(IMPLANTS),2,2.2356710254799427e-06
(17-0343) ANK IMPL A9.5 D3.5 MM/L9.5 MM,1,1.1178355127399714e-06
(17-0343) ANK IMPL A9.5 D3.5 MM/L9.5 MM(IMPLANTS),2,2.2356710254799427e-06
(17-0344) ANK IMPL A11 D3.5 MM/L11 MM(IMPLANTS),7,7.824848589179799e-06
(17-0346) ANK IMPL A14 D3.5 MM/L14 MM,3,3.353506538219914e-06
(17-0346) ANK IMPL A14 D3.5 MM/L14 MM(IMPLANTS),9,1.0060519614659743e-05
(17-0353) ANK IMPL B9.5 D4.5 MM/L 9.5 MM,1,1.1178355127399714e-06
(17-0353) ANK IMPL B9.5 D4.5 MM/L 9.5 MM(IMPLANTS),2,2.2356710254799427e-06
(17-0354) ANK IMPL B11 D4.5 MM/L11 MM,3,3.353506538219914e-06
(17-0354) ANK IMPL B11 D4.5 MM/L11 MM(IMPLANTS),10,1.1178355127399713e-05
(17-0356) ANK IMPL B 14 D 4.5 MM/L 14 MM,1,1.1178355127399714e-06
(17-0356) ANK IMPL B 14 D 4.5 MM/L 14 MM(IMPLANTS),4,4.471342050959885e-06
"(17-0540) ANK C/X IMPL A6,6/D3,5/L6,6",24,2.682805230575931e-05
"(17-0540) ANK C/X IMPL A6,6/D3,5/L6,6 (IMPLANTS)",8,8.94268410191977e-06
"(17-0540) ANK C/X IMPL A6,6/D3,5/L6,6(IMPLANTS)",51,5.700961114973854e-05
(17-0542) ANK C/X IMPL A8/D3.5/L8,107,0.00011960839986317694
(17-0542) ANK C/X IMPL A8/D3.5/L8 (IMPLANTS),33,3.6888571920419054e-05
(17-0542) ANK C/X IMPL A8/D3.5/L8(,3,3.353506538219914e-06
(17-0542) ANK C/X IMPL A8/D3.5/L8(IMPLANTS),217,0.0002425703062645738
(17-0543) ANK C/X IMPL A9.5/D3.5/L9.,2,2.2356710254799427e-06
(17-0543) ANK C/X IMPL A9.5/D3.5/L9.5,196,0.0002190957604970344
(17-0543) ANK C/X IMPL A9.5/D3.5/L9.5 (IMPLANTS),62,6.930580178987823e-05
(17-0543) ANK C/X IMPL A9.5/D3.5/L9.5(,2,2.2356710254799427e-06
(17-0543) ANK C/X IMPL A9.5/D3.5/L9.5(IMPLANTS),369,0.0004124813042010494
(17-0544) ANK C/X IMPL A11/D3.5/L11,189,0.0002112709119078546
(17-0544) ANK C/X IMPL A11/D3.5/L11 (IMPLANTS),37,4.135991397137894e-05
(17-0544) ANK C/X IMPL A11/D3.5/L11(,3,3.353506538219914e-06
(17-0544) ANK C/X IMPL A11/D3.5/L11(IMPLANTS),376,0.0004203061527902292
(17-0546) ANK C/X IMPL A14/D3.5/L14,34,3.8006407433159024e-05
(17-0546) ANK C/X IMPL A14/D3.5/L14 (IMPLANTS),7,7.824848589179799e-06
(17-0546) ANK C/X IMPL A14/D3.5/L14(IMPLANTS),81,9.054467653193768e-05
(17-0547) ANK C/X IMPL A17/D3.5/L17,3,3.353506538219914e-06
(17-0547) ANK C/X IMPL A17/D3.5/L17(IMPLANTS),3,3.353506538219914e-06
(17-0551) ANKYLOS C/X IMPLANT B6.6,21,2.3474545767539396e-05
(17-0551) ANKYLOS C/X IMPLANT B6.6 (IMPLANTS),5,5.5891775636998566e-06
(17-0551) ANKYLOS C/X IMPLANT B6.6(IMPLANTS),33,3.6888571920419054e-05
(17-0552) ANK C/X IMPL B8/D4.5/L8,61,6.818796627713825e-05
(17-0552) ANK C/X IMPL B8/D4.5/L8 (IMPLANTS),13,1.4531861665619627e-05
(17-0552) ANK C/X IMPL B8/D4.5/L8(,1,1.1178355127399714e-06
(17-0552) ANK C/X IMPL B8/D4.5/L8(IMPLANTS),120,0.00013414026152879657
(17-0552) ANK C/X IMPL B8/D4.5/L8C (IMPLANTS),1,1.1178355127399714e-06
(17-0553) ANK C/X IMPL B9.5/D4.5/L9.5,74,8.271982794275788e-05
(17-0553) ANK C/X IMPL B9.5/D4.5/L9.5 (IMPLANTS),20,2.2356710254799426e-05
(17-0553) ANK C/X IMPL B9.5/D4.5/L9.5(IMPLANTS),135,0.00015090779421989613
(17-0554) ANK C/X IMPL B11/D4.5/L11,55,6.148095320069843e-05
(17-0554) ANK C/X IMPL B11/D4.5/L11 (IMPLANTS),10,1.1178355127399713e-05
(17-0554) ANK C/X IMPL B11/D4.5/L11(IMPLANTS),119,0.00013302242601605658
(17-0556) ANK C/X IMPL B14/D4.5/L14,8,8.94268410191977e-06
(17-0556) ANK C/X IMPL B14/D4.5/L14 (IMPLANTS),2,2.2356710254799427e-06
(17-0556) ANK C/X IMPL B14/D4.5/L14(IMPLANTS),23,2.571021679301934e-05
(17-0557) ANK C/X IMPL B17/D4.5/L17(IMPLANTS),1,1.1178355127399714e-06
(17-0561) ANKYLOS C/X IMPLANT C6.6,2,2.2356710254799427e-06
(17-0561) ANKYLOS C/X IMPLANT C6.6(IMPLANTS),5,5.5891775636998566e-06
(17-0562) ANK C/X IMPL C8/D5.5/L8,3,3.353506538219914e-06
(17-0562) ANK C/X IMPL C8/D5.5/L8(IMPLANTS),6,6.707013076439828e-06
(17-0563) ANK C/X IMPL C9.5/5.5/L9.5,5,5.5891775636998566e-06
(17-0563) ANK C/X IMPL C9.5/5.5/L9.5(IMPLANTS),9,1.0060519614659743e-05
(17-0564) ANK C/X IMPL C11/D5.5/L11,1,1.1178355127399714e-06
(17-0564) ANK C/X IMPL C11/D5.5/L11(IMPLANTS),6,6.707013076439828e-06
(17-0566) ANK C/X IMPL C14/D5.5/L14(IMPLANTS),1,1.1178355127399714e-06
(17-0572) ANK C/X IMPL D8/D7.0/L8(IMPLANTS),2,2.2356710254799427e-06
(17-1742) ANK TITANIUMBASE /X,1,1.1178355127399714e-06
(17-2152) ANK STAND C/ ABUT B/1.5/6STR(IMPLANTS),1,1.1178355127399714e-06
(17-3030) ANK REG /X ABUT GH 3.0 A 0(IMPLANTS),1,1.1178355127399714e-06
(17-3051) ANK REG C/ABUT GH 0.75 A 7.5(IMPLANTS),1,1.1178355127399714e-06
(17-3060) ANK REG C/ABUT GH 1.5 A 0,1,1.1178355127399714e-06
(17-3082) ANK REG C/ABUT GH 4.5 A 15,1,1.1178355127399714e-06
(17-3151) ANK BAL POST C/0.75 STRAI,1,1.1178355127399714e-06
(17-3151) ANK BAL POST C/0.75 STRAI(IMPLANTS),2,2.2356710254799427e-06
(17-3152) ANK BAL POST 1.5 STRAI(IMPLANTS),2,2.2356710254799427e-06
(17-3153) ANK BAL POSTC/3STRAI,1,1.1178355127399714e-06
(17-3153) ANK BAL POSTC/3STRAI (IMPLANTS),1,1.1178355127399714e-06
(17-3153) ANK BAL POSTC/3STRAI(IMPLANTS),2,2.2356710254799427e-06
(25-1435) XIVE TG PLUS SC IMPL D3.4/L 15 (IMPLANTS),1,1.1178355127399714e-06
(25-2431) XIVE TG PLUS IMPL D3.4/L9.5,1,1.1178355127399714e-06
(25-2431) XIVE TG PLUS IMPL D3.4/L9.5(IMPLANTS),3,3.353506538219914e-06
(25-2432) XIVE TG PLUS IMPL D3.4/L11(IMPLANTS),2,2.2356710254799427e-06
(25-2433) XIVE TG PLUS IMPL D3.4/L13(IMPLANTS),4,4.471342050959885e-06
(25-2440) XIVE TG PLUS IMPL D3.8/L8,1,1.1178355127399714e-06
(25-2440) XIVE TG PLUS IMPL D3.8/L8(IMPLANTS),1,1.1178355127399714e-06
(25-2441) XIVE TG PLUS IMPL D3.8/L9.5,1,1.1178355127399714e-06
(25-2441) XIVE TG PLUS IMPL D3.8/L9.5 (IMPLANTS),1,1.1178355127399714e-06
(25-2441) XIVE TG PLUS IMPL D3.8/L9.5(IMPLANTS),5,5.5891775636998566e-06
(25-2442) XIVE TG PLUS IMPL D3.8/L11,1,1.1178355127399714e-06
(25-2442) XIVE TG PLUS IMPL D3.8/L11(IMPLANTS),7,7.824848589179799e-06
(25-2443) XIVE TG PLUS IMPL D3.8/L13,1,1.1178355127399714e-06
(25-2443) XIVE TG PLUS IMPL D3.8/L13(IMPLANTS),3,3.353506538219914e-06
(25-2445) XIVE TG PLUS IMPL D3.8/L15(IMPLANTS),1,1.1178355127399714e-06
(25-2451) XIVE TG PLUS IMPL D4.5/L9.5,3,3.353506538219914e-06
(25-2451) XIVE TG PLUS IMPL D4.5/L9.5(,1,1.1178355127399714e-06
(25-2451) XIVE TG PLUS IMPL D4.5/L9.5(IMPLANTS),1,1.1178355127399714e-06
(25-2452) XIVE TG PLUS IMPL D4.5/L11,2,2.2356710254799427e-06
(25-2452) XIVE TG PLUS IMPL D4.5/L11(IMPLANTS),2,2.2356710254799427e-06
(25-2453) XIVE TG PLUS IMPL D4.5/L13,1,1.1178355127399714e-06
(25-2458) XIVE TG PLUS IMPL D4.5/L18(IMPLANTS),1,1.1178355127399714e-06
(26-0432) XIVE IMPL T-STRUC D3.4/L11(IMPLANTS),1,1.1178355127399714e-06
(26-0453) XIVE IMPL T-STRUC D4.5/L13(IMPLANTS),1,1.1178355127399714e-06
(26-1422) XIVE S PLUS IMPL D 3.0/L 11 (IMPLANTS),1,1.1178355127399714e-06
(26-1422) XIVE S PLUS IMPL D 3.0/L 11(IMPLANTS),1,1.1178355127399714e-06
(26-1431) XIVE S PLUS IMPL D 3.4/L 9.5(IMPLANTS),1,1.1178355127399714e-06
(26-1432) XIVE S PLUS IMPL D 3.4/L 11(IMPLANTS),3,3.353506538219914e-06
(26-1433) XIVE S PLUS IMPL D 3.4/L 13(IMPLANTS),2,2.2356710254799427e-06
(26-1435) XIVE S PLUS IMPL D 3.4/L 15(IMPLANTS),1,1.1178355127399714e-06
(26-1440) XIVE S PLUS IMPL D 3.8/L 8(IMPLANTS),1,1.1178355127399714e-06
(26-1441) XIVE S PLUS IMPL D 3.8/L 9.5(IMPLANTS),2,2.2356710254799427e-06
(26-1442) XIVE S PLUS IMPL D 3.8/L 11,3,3.353506538219914e-06
(26-1442) XIVE S PLUS IMPL D 3.8/L 11(IMPLANTS),6,6.707013076439828e-06
(26-1443) XIVE S PLUS IMPL D 3.8/L 13(IMPLANTS),9,1.0060519614659743e-05
(26-1445) XIVE S PLUS IMPL D 3.8/L 15,1,1.1178355127399714e-06
(26-1450) XIVE S PLUS IMPL D 4.5/L 8(IMPLANTS),1,1.1178355127399714e-06
(26-1451) XIVE S PLUS IMPL D 4.5/L 9.5(IMPLANTS),4,4.471342050959885e-06
(26-1452) XIVE S PLUS IMPL D 4.5/L 11,3,3.353506538219914e-06
(26-1452) XIVE S PLUS IMPL D 4.5/L 11(IMPLANTS),2,2.2356710254799427e-06
(26-1453) XIVE S PLUS IMPL D 4.5/L 13,1,1.1178355127399714e-06
(26-1453) XIVE S PLUS IMPL D 4.5/L 13(IMPLANTS),1,1.1178355127399714e-06
(26-1455) XIVE S PLUS IMPL D 4.5/L 15(IMPLANTS),3,3.353506538219914e-06
(26-1460) XIVE S PLUS IMPL D 5.5/L 8(IMPLANTS),1,1.1178355127399714e-06
"(26-1461) XIVE S PLUS IMPL D5,5/L9,5 (IMPLANTS)",1,1.1178355127399714e-06
(26-1462) XIVE S PLUS IMPL D 5.5/L 11(IMPLANTS),1,1.1178355127399714e-06
(26-1463) XIVE S PLUS IMPL D 5.5/L 13(IMPLANTS),1,1.1178355127399714e-06
(26-2412) XIVE S PLUS IMPL D3.0/L11,9,1.0060519614659743e-05
(26-2412) XIVE S PLUS IMPL D3.0/L11 (IMPLANTS),2,2.2356710254799427e-06
(26-2412) XIVE S PLUS IMPL D3.0/L11(,1,1.1178355127399714e-06
(26-2412) XIVE S PLUS IMPL D3.0/L11(IMPLANTS),4,4.471342050959885e-06
(26-2413) XIVE S PLUS IMPL D3.0/L13,2,2.2356710254799427e-06
(26-2413) XIVE S PLUS IMPL D3.0/L13(IMPLANTS),2,2.2356710254799427e-06
(26-2415) XIVE S PLUS IMPL D3.0/L15,1,1.1178355127399714e-06
(26-3325) XIVE LOCATOR D4.5/GH 5,1,1.1178355127399714e-06
(36-0165) FRI PLUS IMPL D5.5/L15(IMPLANTS),1,1.1178355127399714e-06
(36-0431) FRI PLUS STEP SCREWD 3.4/L 11(IMPLANTS),1,1.1178355127399714e-06
(36-0433) FRI PLUS STEP SCREWD 3.4/L 13(IMPLANTS),2,2.2356710254799427e-06
(36-0441) FRI PLUS STEP SCREWD 3.8/L 11,1,1.1178355127399714e-06
(36-0441) FRI PLUS STEP SCREWD 3.8/L 11(IMPLANTS),6,6.707013076439828e-06
(36-0443) FRI PLUS STEP SCREWD 3.8/L 13(IMPLANTS),3,3.353506538219914e-06
(36-0445) FRI PLUS STEP SCREWD 3.8/L 15(IMPLANTS),1,1.1178355127399714e-06
(36-0451) FRI PLUS STEP SCREWD 4.5/L 10 (IMPLANTS),1,1.1178355127399714e-06
(36-0451) FRI PLUS STEP SCREWD 4.5/L 10(IMPLANTS),2,2.2356710254799427e-06
(36-0453) FRI PLUS STEP SCREWD 4.5/L 13,1,1.1178355127399714e-06
(36-0453) FRI PLUS STEP SCREWD 4.5/L 13 (IMPLANTS),1,1.1178355127399714e-06
(36-0453) FRI PLUS STEP SCREWD 4.5/L 13(IMPLANTS),3,3.353506538219914e-06
(36-0461) FRI PLUS STEP SCREWD 5.5/L 10(IMPLANTS),3,3.353506538219914e-06
(36-0463) FRI PLUS STEP SCREWD 5.5/L 13,1,1.1178355127399714e-06
(36-0463) FRI PLUS STEP SCREWD 5.5/L 13(IMPLANTS),4,4.471342050959885e-06
(36-0465) FRI PLUS STEP SCREWD 5.5/L 15,1,1.1178355127399714e-06
(45-0141) FRI IMPL TI D3.8/L11,2,2.2356710254799427e-06
(45-0153) FRI IMPL TI D4.5/L13(IMPLANTS),2,2.2356710254799427e-06
(45-0245) FRI IMPL HA D3.8/L15(IMPLANTS),1,1.1178355127399714e-06
(45-0341) FRI OP-SET IMPL D3.8/L11,1,1.1178355127399714e-06
(45-0343) FRI OP-SET IMPL D3.8/L13(IMPLANTS),1,1.1178355127399714e-06
(45-0351) FRI OP-SET IMPL D4.5/L10(IMPLANTS),1,1.1178355127399714e-06
(45-0353) FRI OP-SET IMPL D4.5/L13,1,1.1178355127399714e-06
(45-0353) FRI OP-SET IMPL D4.5/L13(IMPLANTS),2,2.2356710254799427e-06
(45-0355) FRI OP-SET IMPL D4.5/L15(,1,1.1178355127399714e-06
(45-0360) FRI OP-SET IMPL D5.5/L8(IMPLANTS),1,1.1178355127399714e-06
(45-0363) FRI OP-SET IMPL D5.5/L13,1,1.1178355127399714e-06
"(45-0373) FRI IMPLANTAT D6,5/L13",1,1.1178355127399714e-06
(45-0443) FRI SYNCHRO IMPL D3.8/L13,1,1.1178355127399714e-06
(45-0443) FRI SYNCHRO IMPL D3.8/L13(IMPLANTS),2,2.2356710254799427e-06
(45-0453) FRI SYNCHRO IMPL D4.5/L13,2,2.2356710254799427e-06
(45-0453) FRI SYNCHRO IMPL D4.5/L13 (IMPLANTS),1,1.1178355127399714e-06
(45-0453) FRI SYNCHRO IMPL D4.5/L13(IMPLANTS),1,1.1178355127399714e-06
(45-0465) FRI SYNCHRO IMPL D5.5/L15 (IMPLANTS),1,1.1178355127399714e-06
(45-0475) FRI SYNCHRO IMPL D6.5/L15(IMPLANTS),1,1.1178355127399714e-06
(501/34/2) FRI ESTHETICBASED 3.4/GH 2/A 0,1,1.1178355127399714e-06
(501/55/2) FRI ESTHETICBASED 5.5/GH 2/A 0,1,1.1178355127399714e-06
(501/55/3) FRI ESTHETICBASED 5.5/GH 3/A 0,1,1.1178355127399714e-06
(55) KIT STC TRACHEOSTOMY TOTE,1,1.1178355127399714e-06
(600/30/11) XIVE S PLUS IMPL D3.0/L11,7,7.824848589179799e-06
(600/30/11) XIVE S PLUS IMPL D3.0/L11(IMPLANTS),13,1.4531861665619627e-05
(600/30/13) XIVE S PLUS IMPL D3.0/L13,1,1.1178355127399714e-06
(600/30/13) XIVE S PLUS IMPL D3.0/L13 (IMPLANTS),1,1.1178355127399714e-06
(600/30/13) XIVE S PLUS IMPL D3.0/L13(IMPLANTS),8,8.94268410191977e-06
(600/30/15) XIVE S PLUS IMPL D3.0/L15,2,2.2356710254799427e-06
(600/34/11) XIVE S PLUS IMPL D3.4/L11,33,3.6888571920419054e-05
(600/34/11) XIVE S PLUS IMPL D3.4/L11 (IMPLANTS),16,1.788536820383954e-05
(600/34/11) XIVE S PLUS IMPL D3.4/L11(IMPLANTS),88,9.836952512111748e-05
(600/34/13) XIVE S PLUS IMPL D3.4/L13,19,2.1238874742059456e-05
(600/34/13) XIVE S PLUS IMPL D3.4/L13 (IMPLANTS),4,4.471342050959885e-06
(600/34/13) XIVE S PLUS IMPL D3.4/L13(IMPLANTS),57,6.371662422617837e-05
(600/34/15) XIVE S PLUS IMPL D3.4/L15,4,4.471342050959885e-06
(600/34/15) XIVE S PLUS IMPL D3.4/L15(IMPLANTS),9,1.0060519614659743e-05
(600/34/95) XIVE S PLUS IMPL D3.4/L9.5,36,4.024207845863897e-05
(600/34/95) XIVE S PLUS IMPL D3.4/L9.5 (IMPLANTS),6,6.707013076439828e-06
(600/34/95) XIVE S PLUS IMPL D3.4/L9.5(,1,1.1178355127399714e-06
(600/34/95) XIVE S PLUS IMPL D3.4/L9.5(IMPLANTS),73,8.16019924300179e-05
(600/38/11) XIVE S PLUS IMPL D3.8/L11,73,8.16019924300179e-05
(600/38/11) XIVE S PLUS IMPL D3.8/L11 (IMPLANTS),15,1.676753269109957e-05
(600/38/11) XIVE S PLUS IMPL D3.8/L11(,1,1.1178355127399714e-06
(600/38/11) XIVE S PLUS IMPL D3.8/L11(IMPLANTS),174,0.000194503379216755
(600/38/11) XIVE S PLUS IMPL D3.8/L11(IMPLANTS)),1,1.1178355127399714e-06
(600/38/13) XIVE S PLUS IMPL D3.8/L13,31,3.465290089493911e-05
(600/38/13) XIVE S PLUS IMPL D3.8/L13 (IMPLANTS),8,8.94268410191977e-06
(600/38/13) XIVE S PLUS IMPL D3.8/L13(IMPLANTS),84,9.389818307015759e-05
(600/38/15) XIVE S PLUS IMPL D3.8/L15,7,7.824848589179799e-06
(600/38/15) XIVE S PLUS IMPL D3.8/L15 (IMPLANTS),1,1.1178355127399714e-06
(600/38/15) XIVE S PLUS IMPL D3.8/L15(IMPLANTS),12,1.3414026152879655e-05
(600/38/18) XIVE S PLUS IMPL D3.8/L18,2,2.2356710254799427e-06
(600/38/18) XIVE S PLUS IMPL D3.8/L18(IMPLANTS),1,1.1178355127399714e-06
(600/38/8) XIVE S PLUS IMPL D3.8/L8,38,4.247774948411891e-05
(600/38/8) XIVE S PLUS IMPL D3.8/L8 (IMPLANTS),9,1.0060519614659743e-05
(600/38/8) XIVE S PLUS IMPL D3.8/L8(,3,3.353506538219914e-06
(600/38/8) XIVE S PLUS IMPL D3.8/L8(IMPLANTS),63,7.042363730261819e-05
(600/38/95) XIVE S PLUS IMPL D3.8/L9.,1,1.1178355127399714e-06
(600/38/95) XIVE S PLUS IMPL D3.8/L9.5,52,5.812744666247851e-05
(600/38/95) XIVE S PLUS IMPL D3.8/L9.5 (IMPLANTS),21,2.3474545767539396e-05
(600/38/95) XIVE S PLUS IMPL D3.8/L9.5(,1,1.1178355127399714e-06
(600/38/95) XIVE S PLUS IMPL D3.8/L9.5(IMPLANTS),104,0.00011625489332495702
(600/45/11) XIVE S PLUS IMPL D4.5/L11,26,2.9063723331239255e-05
(600/45/11) XIVE S PLUS IMPL D4.5/L11 (IMPLANTS),9,1.0060519614659743e-05
(600/45/11) XIVE S PLUS IMPL D4.5/L11(,1,1.1178355127399714e-06
(600/45/11) XIVE S PLUS IMPL D4.5/L11(IMPLANTS),79,8.830900550645774e-05
(600/45/13) XIVE S PLUS IMPL D4.5/L13,8,8.94268410191977e-06
(600/45/13) XIVE S PLUS IMPL D4.5/L13 (IMPLANTS),2,2.2356710254799427e-06
(600/45/13) XIVE S PLUS IMPL D4.5/L13(IMPLANTS),43,4.806692704781877e-05
(600/45/15) XIVE S PLUS IMPL D4.5/L15,3,3.353506538219914e-06
(600/45/15) XIVE S PLUS IMPL D4.5/L15(IMPLANTS),8,8.94268410191977e-06
(600/45/8) XIVE S PLUS IMPL D4.5/L8,16,1.788536820383954e-05
(600/45/8) XIVE S PLUS IMPL D4.5/L8 (IMPLANTS),6,6.707013076439828e-06
(600/45/8) XIVE S PLUS IMPL D4.5/L8(IMPLANTS),39,4.359558499685888e-05
(600/45/95) XIVE S PLUS IMPL D4.5/L9.5,20,2.2356710254799426e-05
(600/45/95) XIVE S PLUS IMPL D4.5/L9.5 (IMPLANTS),9,1.0060519614659743e-05
